車牌,狀態代碼,行車速度,車頭方向,東經,北緯,日期時間,累積里程數,路段速限,局號
6509-VA,90,0,315,120.4566,23.602,2018/3/12 上午 09:11:06,0,50,600051
5712-YD,91,0,254,120.4033,23.6055,2018/3/12 上午 09:11:29,,60,600051
5712-YD,90,0,254,120.4033,23.6055,2018/3/12 上午 09:11:32,584,60,600051
6509-VA,90,0,315,120.4566,23.602,2018/3/12 上午 09:11:36,0,50,600051
5712-YD,90,0,254,120.4033,23.6055,2018/3/12 上午 09:12:02,0,60,600051
5712-YD,90,0,254,120.4033,23.6055,2018/3/12 上午 09:12:32,0,60,600051
5712-YD,91,0,255,120.4023,23.6053,2018/3/12 上午 09:12:56,104,60,600051
5712-YD,90,0,255,120.4023,23.6053,2018/3/12 上午 09:13:02,0,60,600051
5712-YD,91,0,173,120.4002,23.604,2018/3/12 上午 09:15:11,16,60,600051
5712-YD,90,0,173,120.4002,23.6039,2018/3/12 上午 09:15:33,11,60,600051
5712-YD,90,0,173,120.4002,23.6039,2018/3/12 上午 09:16:03,0,60,600051
6509-VA,90,0,97,120.4568,23.5952,2018/3/12 上午 09:17:36,,50,600051
6509-VA,91,0,97,120.4568,23.5952,2018/3/12 上午 09:17:40,124,50,600051
6509-VA,90,0,97,120.4568,23.5952,2018/3/12 上午 09:18:06,0,50,600051
5712-YD,91,0,1,120.4003,23.6036,2018/3/12 上午 09:18:18,33,60,600051
6509-VA,90,0,97,120.4568,23.5952,2018/3/12 上午 09:18:36,0,50,600051
5712-YD,90,0,1,120.4003,23.6036,2018/3/12 上午 09:18:47,0,60,600051
5712-YD,90,0,1,120.4003,23.6036,2018/3/12 上午 09:19:17,0,60,600051
5712-YD,91,0,271,120.4002,23.6046,2018/3/12 上午 09:19:59,111,60,600051
5712-YD,90,0,271,120.4002,23.6046,2018/3/12 上午 09:20:20,0,60,600051
5712-YD,90,0,271,120.4003,23.6046,2018/3/12 上午 09:20:50,10,60,600051
5712-YD,90,0,277,120.3952,23.6031,2018/3/12 上午 09:23:28,,60,600051
5712-YD,91,0,277,120.3952,23.6031,2018/3/12 上午 09:23:46,52,60,600051
5712-YD,90,0,277,120.3952,23.6031,2018/3/12 上午 09:23:59,0,60,600051
5712-YD,90,0,277,120.3952,23.6031,2018/3/12 上午 09:24:28,0,60,600051
5712-YD,91,0,66,120.3975,23.6044,2018/3/12 上午 09:38:49,81,50,600051
5712-YD,90,0,66,120.3975,23.6045,2018/3/12 上午 09:38:58,11,50,600051
6509-VA,90,0,88,120.4563,23.5967,2018/3/12 上午 09:39:11,99,50,600051
5712-YD,90,0,66,120.3975,23.6045,2018/3/12 上午 09:39:28,0,50,600051
6509-VA,90,0,8,120.4574,23.5968,2018/3/12 上午 09:40:11,0,60,600051
6509-VA,90,0,94,120.4576,23.5969,2018/3/12 上午 09:40:41,24,60,600051
5712-YD,91,0,97,120.3991,23.6048,2018/3/12 上午 09:42:12,88,50,600051
5712-YD,90,0,97,120.3991,23.6048,2018/3/12 上午 09:42:16,0,50,600051
6509-VA,90,0,178,120.4653,23.5904,2018/3/12 上午 09:42:41,279,50,600051
5712-YD,90,0,97,120.3991,23.6048,2018/3/12 上午 09:42:46,0,50,600051
6509-VA,91,0,93,120.4745,23.592,2018/3/12 上午 09:45:00,20,60,600051
6509-VA,90,0,93,120.4746,23.592,2018/3/12 上午 09:45:12,11,60,600051
6509-VA,90,0,93,120.4746,23.592,2018/3/12 上午 09:45:42,0,60,600051
6509-VA,91,0,93,120.4746,23.592,2018/3/12 上午 09:46:17,,60,600051
5712-YD,90,0,186,120.3943,23.6168,2018/3/12 上午 09:48:20,97,50,600051
6509-VA,90,0,106,120.4726,23.5813,2018/3/12 上午 09:48:45,190,60,600051
5712-YD,90,0,186,120.3943,23.6169,2018/3/12 上午 09:48:51,11,50,600051
6509-VA,91,0,194,120.4725,23.5812,2018/3/12 上午 09:49:06,,60,600051
6509-VA,90,0,194,120.4725,23.5812,2018/3/12 上午 09:49:15,15,60,600051
5712-YD,90,0,186,120.3943,23.6169,2018/3/12 上午 09:49:21,0,50,600051
6509-VA,90,0,194,120.4726,23.5812,2018/3/12 上午 09:49:45,10,60,600051
5712-YD,91,0,265,120.3939,23.6173,2018/3/12 上午 09:50:23,0,50,600051
5712-YD,90,0,265,120.394,23.6173,2018/3/12 上午 09:50:51,10,50,600051
5712-YD,90,0,265,120.394,23.6173,2018/3/12 上午 09:51:21,0,50,600051
6509-VA,91,0,163,120.4939,23.5706,2018/3/12 上午 09:55:42,168,50,600051
6509-VA,90,0,171,120.494,23.5706,2018/3/12 上午 09:56:09,10,50,600051
6509-VA,90,0,171,120.494,23.5706,2018/3/12 上午 09:56:39,0,50,600051
6509-VA,91,0,171,120.494,23.5705,2018/3/12 上午 09:56:53,,50,600051
6509-VA,90,0,190,120.4944,23.5706,2018/3/12 上午 09:58:18,,50,600051
6509-VA,91,0,190,120.4944,23.5706,2018/3/12 上午 09:58:19,11,50,600051
6509-VA,90,0,190,120.4944,23.5706,2018/3/12 上午 09:58:48,0,50,600051
6509-VA,90,0,190,120.4944,23.5706,2018/3/12 上午 09:59:18,0,50,600051
5712-YD,91,0,311,120.3912,23.6163,2018/3/12 上午 10:02:45,38,60,600051
5712-YD,90,0,311,120.3912,23.6163,2018/3/12 上午 10:02:55,0,60,600051
5712-YD,90,0,311,120.3912,23.6163,2018/3/12 上午 10:03:25,0,60,600051
5712-YD,90,0,130,120.3953,23.6149,2018/3/12 上午 10:07:27,85,50,600051
5712-YD,90,0,130,120.3953,23.6149,2018/3/12 上午 10:07:57,0,50,600051
5712-YD,90,0,130,120.3953,23.6149,2018/3/12 上午 10:08:27,0,50,600051
5712-YD,90,0,130,120.3953,23.6149,2018/3/12 上午 10:08:57,0,50,600051
5712-YD,91,0,257,120.3907,23.5997,2018/3/12 上午 10:14:56,,60,600051
5712-YD,90,0,257,120.3907,23.5997,2018/3/12 上午 10:14:58,190,60,600051
5712-YD,90,0,257,120.3907,23.5997,2018/3/12 上午 10:15:28,0,60,600051
5712-YD,90,0,248,120.3896,23.5996,2018/3/12 上午 10:16:27,113,60,600051
5712-YD,90,0,51,120.3819,23.5914,2018/3/12 上午 10:20:58,187,60,600051
5712-YD,91,0,87,120.3869,23.5904,2018/3/12 上午 10:23:06,10,50,600051
5712-YD,90,0,87,120.3869,23.5904,2018/3/12 上午 10:23:28,0,50,600051
5712-YD,90,0,87,120.3869,23.5904,2018/3/12 上午 10:23:58,0,50,600051
5712-YD,90,0,272,120.3858,23.5905,2018/3/12 上午 10:27:30,163,50,600051
5712-YD,90,0,272,120.3858,23.5905,2018/3/12 上午 10:28:00,0,50,600051
5712-YD,90,0,272,120.3858,23.5905,2018/3/12 上午 10:28:30,0,50,600051
5712-YD,90,0,272,120.3858,23.5905,2018/3/12 上午 10:29:00,0,50,600051
5712-YD,90,0,272,120.3858,23.5905,2018/3/12 上午 10:29:30,0,50,600051
5712-YD,90,0,272,120.3858,23.5905,2018/3/12 上午 10:30:01,0,50,600051
5712-YD,90,0,272,120.3858,23.5905,2018/3/12 上午 10:30:31,0,50,600051
5712-YD,90,0,272,120.3858,23.5905,2018/3/12 上午 10:31:01,0,50,600051
5712-YD,90,0,272,120.3858,23.5905,2018/3/12 上午 10:31:31,0,50,600051
5712-YD,90,0,272,120.3858,23.5905,2018/3/12 上午 10:32:01,0,50,600051
5712-YD,90,0,272,120.3858,23.5905,2018/3/12 上午 10:32:31,0,50,600051
5712-YD,90,0,272,120.3858,23.5905,2018/3/12 上午 10:33:01,0,50,600051
5712-YD,91,0,333,120.3749,23.5858,2018/3/12 上午 10:37:55,,50,600051
5712-YD,90,0,333,120.3749,23.5858,2018/3/12 上午 10:38:04,68,50,600051
5712-YD,90,0,333,120.3749,23.5858,2018/3/12 上午 10:38:34,0,50,600051
5712-YD,90,0,95,120.3802,23.5861,2018/3/12 上午 10:41:35,133,50,600051
5712-YD,90,0,95,120.3802,23.5861,2018/3/12 上午 10:42:05,0,50,600051
5712-YD,90,0,95,120.3802,23.5861,2018/3/12 上午 10:42:35,0,50,600051
5712-YD,90,0,95,120.3802,23.5861,2018/3/12 上午 10:43:05,0,50,600051
5712-YD,90,0,95,120.3802,23.586,2018/3/12 上午 10:43:35,12,50,600051
5712-YD,90,0,95,120.3802,23.586,2018/3/12 上午 10:44:05,0,50,600051
5712-YD,90,0,95,120.3802,23.586,2018/3/12 上午 10:44:35,0,50,600051
5712-YD,90,0,95,120.3802,23.5861,2018/3/12 上午 10:45:05,12,50,600051
6509-VA,90,0,190,120.4943,23.5706,2018/3/12 上午 10:45:25,10,50,600051
5712-YD,90,0,95,120.3802,23.5861,2018/3/12 上午 10:45:35,0,50,600051
5712-YD,90,0,95,120.3802,23.5861,2018/3/12 上午 10:46:05,0,50,600051
5712-YD,90,0,95,120.3802,23.5861,2018/3/12 上午 10:46:35,0,50,600051
5712-YD,90,0,95,120.3802,23.5861,2018/3/12 上午 10:47:05,0,50,600051
6509-VA,91,0,7,120.4886,23.5689,2018/3/12 上午 10:47:41,15,50,600051
6509-VA,90,0,13,120.4886,23.5689,2018/3/12 上午 10:47:55,0,50,600051
5712-YD,91,0,147,120.3827,23.5851,2018/3/12 上午 10:48:21,39,60,600051
6509-VA,90,0,13,120.4886,23.5689,2018/3/12 上午 10:48:25,0,50,600051
5712-YD,90,0,147,120.3828,23.5852,2018/3/12 上午 10:48:35,15,60,600051
5712-YD,90,0,147,120.3828,23.5852,2018/3/12 上午 10:49:05,0,60,600051
6509-VA,90,0,48,120.4873,23.5731,2018/3/12 上午 10:51:35,69,60,600051
6509-VA,91,0,360,120.4929,23.579,2018/3/12 上午 10:53:03,232,60,600051
6509-VA,90,0,360,120.4929,23.579,2018/3/12 上午 10:53:05,0,60,600051
6509-VA,90,0,360,120.4928,23.579,2018/3/12 上午 10:53:35,10,60,600051
5712-YD,90,0,350,120.3847,23.5841,2018/3/12 上午 10:54:00,108,50,600051
6509-VA,91,0,360,120.4928,23.579,2018/3/12 上午 10:54:00,,60,600051
6509-VA,90,0,360,120.4928,23.579,2018/3/12 上午 10:54:05,0,60,600051
5712-YD,90,0,350,120.3847,23.5841,2018/3/12 上午 10:54:30,0,50,600051
5712-YD,90,0,350,120.3847,23.5841,2018/3/12 上午 10:55:00,0,50,600051
5712-YD,90,0,350,120.3847,23.5841,2018/3/12 上午 10:55:30,0,50,600051
5712-YD,90,0,350,120.3847,23.5841,2018/3/12 上午 10:56:00,0,50,600051
5712-YD,90,0,350,120.3847,23.5841,2018/3/12 上午 10:56:30,0,50,600051
5712-YD,90,0,350,120.3847,23.5841,2018/3/12 上午 10:57:00,0,50,600051
6509-VA,91,0,23,120.5032,23.5815,2018/3/12 上午 10:57:13,0,50,600051
5712-YD,90,0,350,120.3847,23.5841,2018/3/12 上午 10:57:30,0,50,600051
6509-VA,90,0,23,120.5033,23.5815,2018/3/12 上午 10:57:36,10,50,600051
5712-YD,90,0,350,120.3847,23.5841,2018/3/12 上午 10:58:00,0,50,600051
6509-VA,90,0,23,120.5033,23.5815,2018/3/12 上午 10:58:06,0,50,600051
5712-YD,90,0,350,120.3847,23.5841,2018/3/12 上午 10:58:30,0,50,600051
5712-YD,91,0,350,120.3847,23.5841,2018/3/12 上午 10:58:40,0,50,600051
5712-YD,90,0,350,120.3847,23.5841,2018/3/12 上午 10:59:00,0,50,600051
5712-YD,90,0,350,120.3847,23.5841,2018/3/12 上午 10:59:30,0,50,600051
5712-YD,90,0,154,120.3859,23.5819,2018/3/12 上午 11:02:16,34,60,600051
5712-YD,90,0,154,120.3859,23.5819,2018/3/12 上午 11:02:46,0,60,600051
5712-YD,90,0,154,120.3859,23.5819,2018/3/12 上午 11:03:16,0,60,600051
5712-YD,90,0,154,120.3859,23.5819,2018/3/12 上午 11:03:46,0,60,600051
6509-VA,91,0,109,120.5039,23.5826,2018/3/12 上午 11:03:58,217,50,600051
5712-YD,90,0,154,120.3859,23.5819,2018/3/12 上午 11:04:16,0,60,600051
6509-VA,90,0,109,120.5039,23.5826,2018/3/12 上午 11:04:19,0,50,600051
5712-YD,90,0,154,120.3859,23.5819,2018/3/12 上午 11:04:47,0,60,600051
6509-VA,90,0,109,120.5039,23.5825,2018/3/12 上午 11:04:49,11,50,600051
5712-YD,90,0,154,120.3859,23.5819,2018/3/12 上午 11:05:16,0,60,600051
6509-VA,90,0,113,120.5061,23.5816,2018/3/12 上午 11:06:35,24,50,600051
5712-YD,91,0,337,120.3951,23.5778,2018/3/12 上午 11:08:35,,50,600051
5712-YD,90,0,337,120.3951,23.5778,2018/3/12 上午 11:08:47,49,50,600051
5712-YD,90,0,337,120.3951,23.5778,2018/3/12 上午 11:09:17,0,50,600051
6509-VA,90,0,23,120.5186,23.597,2018/3/12 上午 11:10:36,312,60,600051
6509-VA,90,0,23,120.5186,23.597,2018/3/12 上午 11:11:06,0,60,600051
6509-VA,91,0,186,120.5221,23.5974,2018/3/12 上午 11:12:22,12,50,600051
6509-VA,90,0,186,120.5221,23.5974,2018/3/12 上午 11:12:36,0,50,600051
6509-VA,90,0,186,120.5221,23.5974,2018/3/12 上午 11:13:06,0,50,600051
6509-VA,91,0,186,120.5221,23.5973,2018/3/12 上午 11:13:39,,50,600051
6509-VA,91,0,295,120.5217,23.5964,2018/3/12 上午 11:14:30,0,100,600051
6509-VA,90,0,295,120.5217,23.5963,2018/3/12 上午 11:14:57,11,100,600051
6509-VA,90,0,260,120.5216,23.5963,2018/3/12 上午 11:15:27,10,100,600051
5712-YD,91,0,198,120.4083,23.5625,2018/3/12 上午 11:16:38,11,50,600051
5712-YD,90,0,198,120.4083,23.5625,2018/3/12 上午 11:16:48,0,50,600051
5712-YD,90,0,198,120.4083,23.5625,2018/3/12 上午 11:17:18,0,50,600051
6509-VA,90,0,223,120.5187,23.5973,2018/3/12 上午 11:21:00,194,60,600051
6509-VA,90,0,223,120.5187,23.5973,2018/3/12 上午 11:21:31,0,60,600051
6509-VA,90,0,283,120.5034,23.603,2018/3/12 上午 11:24:01,264,60,600051
5712-YD,90,0,6,120.3965,23.5753,2018/3/12 上午 11:24:13,199,60,600051
6509-VA,91,0,195,120.4914,23.6044,2018/3/12 上午 11:26:19,42,60,600051
6509-VA,90,0,195,120.4914,23.6044,2018/3/12 上午 11:26:31,0,60,600051
6509-VA,90,0,195,120.4914,23.6044,2018/3/12 上午 11:27:01,0,60,600051
5712-YD,91,0,30,120.403,23.5887,2018/3/12 上午 11:27:02,39,60,600051
5712-YD,90,0,30,120.403,23.5887,2018/3/12 上午 11:27:14,0,60,600051
5712-YD,90,0,30,120.403,23.5887,2018/3/12 上午 11:27:44,0,60,600051
6509-VA,90,0,138,120.4914,23.6045,2018/3/12 上午 11:28:29,12,60,600051
6509-VA,91,0,3,120.488,23.608,2018/3/12 上午 11:30:17,,50,600051
6509-VA,90,0,3,120.488,23.608,2018/3/12 上午 11:30:30,56,50,600051
6509-VA,90,0,3,120.488,23.608,2018/3/12 上午 11:31:00,0,50,600051
5712-YD,90,0,62,120.4147,23.5911,2018/3/12 上午 11:32:27,78,50,600051
5712-YD,91,0,62,120.4147,23.5911,2018/3/12 上午 11:32:29,0,50,600051
5712-YD,90,0,62,120.4147,23.5911,2018/3/12 上午 11:32:57,0,50,600051
5712-YD,90,0,62,120.4146,23.5911,2018/3/12 上午 11:33:27,11,50,600051
6509-VA,90,0,182,120.4887,23.6053,2018/3/12 上午 11:34:11,233,60,600051
6509-VA,91,0,94,120.4848,23.606,2018/3/12 上午 11:36:14,0,50,600051
6509-VA,90,0,94,120.4848,23.606,2018/3/12 上午 11:36:41,0,50,600051
6509-VA,90,0,94,120.4848,23.606,2018/3/12 上午 11:37:11,0,50,600051
5712-YD,90,0,71,120.4352,23.5887,2018/3/12 上午 11:40:32,21,50,600051
5712-YD,90,0,71,120.4352,23.5887,2018/3/12 上午 11:41:02,0,50,600051
5712-YD,90,0,71,120.4352,23.5887,2018/3/12 上午 11:41:32,0,50,600051
5712-YD,90,0,71,120.4352,23.5887,2018/3/12 上午 11:42:02,0,50,600051
6509-VA,90,0,254,120.4674,23.6027,2018/3/12 上午 11:42:18,274,60,600051
5712-YD,90,0,71,120.4352,23.5887,2018/3/12 上午 11:42:32,0,50,600051
5712-YD,90,0,71,120.4352,23.5887,2018/3/12 上午 11:43:02,0,50,600051
5712-YD,90,0,71,120.4352,23.5887,2018/3/12 上午 11:43:32,0,50,600051
5712-YD,90,0,71,120.4352,23.5887,2018/3/12 上午 11:44:02,0,50,600051
6509-VA,90,0,226,120.4601,23.5989,2018/3/12 上午 11:44:48,,50,600051
6509-VA,91,0,226,120.4601,23.5989,2018/3/12 上午 11:44:52,72,50,600051
6509-VA,90,0,226,120.4601,23.5989,2018/3/12 上午 11:45:18,0,50,600051
6509-VA,90,0,226,120.4601,23.5988,2018/3/12 上午 11:45:48,11,50,600051
5712-YD,91,0,4,120.4399,23.5903,2018/3/12 上午 11:45:54,332,50,600051
5712-YD,90,0,4,120.4399,23.5903,2018/3/12 上午 11:46:03,0,50,600051
5712-YD,90,0,4,120.4399,23.5903,2018/3/12 上午 11:46:33,0,50,600051
6509-VA,90,0,271,120.4598,23.599,2018/3/12 上午 11:50:11,38,50,600051
6509-VA,90,0,358,120.4583,23.5965,2018/3/12 上午 11:52:41,22,60,600051
6509-VA,91,0,11,120.4584,23.597,2018/3/12 上午 11:53:12,0,60,600051
6509-VA,90,0,11,120.4584,23.5971,2018/3/12 上午 11:53:41,11,60,600051
6509-VA,90,0,11,120.4584,23.5971,2018/3/12 上午 11:54:11,0,60,600051
5712-YD,90,0,19,120.4566,23.6021,2018/3/12 上午 11:55:07,,50,600051
5712-YD,91,0,19,120.4566,23.6021,2018/3/12 上午 11:55:11,24,50,600051
5712-YD,90,0,19,120.4566,23.6021,2018/3/12 上午 11:55:37,0,50,600051
5712-YD,90,0,19,120.4566,23.6021,2018/3/12 上午 11:56:07,0,50,600051
6509-VA,91,0,222,120.4642,23.6057,2018/3/12 上午 11:59:07,15,60,600051
6509-VA,90,0,222,120.4642,23.6057,2018/3/12 上午 11:59:24,0,60,600051
6509-VA,90,0,222,120.4642,23.6057,2018/3/12 上午 11:59:54,0,60,600051
6509-VA,91,0,227,120.4638,23.6053,2018/3/12 下午 12:00:18,,60,600051
6509-VA,90,0,227,120.4638,23.6053,2018/3/12 下午 12:00:24,61,60,600051
6509-VA,90,0,227,120.4638,23.6053,2018/3/12 下午 12:00:54,0,60,600051
6509-VA,90,0,227,120.4638,23.6053,2018/3/12 下午 12:01:24,0,60,600051
6509-VA,91,0,290,120.4635,23.6054,2018/3/12 下午 12:01:54,,60,600051
6509-VA,90,0,290,120.4635,23.6054,2018/3/12 下午 12:02:24,0,60,600051
6509-VA,90,0,205,120.4569,23.6036,2018/3/12 下午 12:06:14,144,50,600051
6509-VA,90,0,205,120.4569,23.6036,2018/3/12 下午 12:06:44,0,50,600051
6509-VA,90,0,134,120.4567,23.6021,2018/3/12 下午 12:08:45,10,50,600051
6509-VA,91,0,134,120.4567,23.6021,2018/3/12 下午 12:09:06,0,50,600051
6509-VA,90,0,134,120.4567,23.6021,2018/3/12 下午 12:09:15,0,50,600051
6509-VA,90,0,134,120.4567,23.6021,2018/3/12 下午 12:09:45,0,50,600051
5712-YD,90,0,100,120.4567,23.597,2018/3/12 下午 01:04:25,93,60,600051
5712-YD,90,0,155,120.4594,23.571,2018/3/12 下午 01:09:55,239,50,600051
5712-YD,90,0,235,120.4472,23.5282,2018/3/12 下午 01:18:26,114,60,600051
5712-YD,90,0,257,120.4406,23.5203,2018/3/12 下午 01:23:27,210,70,600051
5712-YD,90,0,257,120.4406,23.5203,2018/3/12 下午 01:23:57,0,70,600051
5712-YD,90,0,257,120.4406,23.5203,2018/3/12 下午 01:24:27,0,70,600051
5712-YD,90,0,224,120.431,23.5144,2018/3/12 下午 01:26:57,185,60,600051
5712-YD,90,0,149,120.439,23.5029,2018/3/12 下午 01:30:27,292,60,600051
5712-YD,90,0,150,120.4419,23.498,2018/3/12 下午 01:31:57,112,60,600051
5712-YD,90,0,219,120.4409,23.4856,2018/3/12 下午 01:35:28,282,50,600051
5712-YD,90,0,219,120.441,23.4856,2018/3/12 下午 01:35:58,10,50,600051
5712-YD,90,0,217,120.4377,23.4818,2018/3/12 下午 01:36:57,0,50,600051
5712-YD,90,0,217,120.4377,23.4818,2018/3/12 下午 01:37:28,0,50,600051
5712-YD,90,0,218,120.4301,23.4732,2018/3/12 下午 01:40:27,702,60,600051
5712-YD,90,0,43,120.4339,23.4771,2018/3/12 下午 02:08:07,249,50,600051
5712-YD,90,0,37,120.4401,23.4845,2018/3/12 下午 02:10:07,291,60,600051
5712-YD,90,0,353,120.4431,23.4888,2018/3/12 下午 02:11:38,272,50,600051
5712-YD,90,0,352,120.4428,23.4914,2018/3/12 下午 02:13:08,0,50,600051
5712-YD,90,0,86,120.4447,23.4919,2018/3/12 下午 02:14:08,143,60,600051
5712-YD,90,0,82,120.4365,23.5197,2018/3/12 下午 02:22:39,278,50,600051
5712-YD,90,0,82,120.4393,23.5201,2018/3/12 下午 02:23:39,237,50,600051
5712-YD,90,0,56,120.4495,23.5246,2018/3/12 下午 02:28:54,204,50,600051
5712-YD,90,0,329,120.4472,23.528,2018/3/12 下午 02:30:24,137,60,600051
5712-YD,90,0,9,120.4587,23.5367,2018/3/12 下午 02:33:54,11,60,600051
5712-YD,90,0,31,120.4651,23.5611,2018/3/12 下午 02:38:55,92,60,600051
5712-YD,90,0,335,120.4596,23.5707,2018/3/12 下午 02:41:26,0,50,600051
5712-YD,90,0,96,120.4566,23.6021,2018/3/12 下午 02:50:27,15,50,600051
5712-YD,91,0,96,120.4566,23.6021,2018/3/12 下午 02:50:32,0,50,600051
5712-YD,90,0,96,120.4566,23.6021,2018/3/12 下午 02:50:57,0,50,600051
5712-YD,90,0,96,120.4566,23.6021,2018/3/12 下午 02:51:27,0,50,600051
5712-YD,91,0,96,120.4566,23.6021,2018/3/12 下午 02:51:30,0,50,600051
5712-YD,90,0,96,120.4566,23.6021,2018/3/12 下午 02:51:57,0,50,600051
5712-YD,90,0,96,120.4566,23.6021,2018/3/12 下午 02:52:27,0,50,600051
1473-QH,90,0,100,120.4598,23.6031,2018/3/12 下午 03:07:42,189,60,600051
1473-QH,90,0,113,120.4655,23.6,2018/3/12 下午 03:09:12,217,60,600051
1473-QH,90,0,113,120.4655,23.6,2018/3/12 下午 03:09:42,0,60,600051
1473-QH,90,0,138,120.4847,23.5726,2018/3/12 下午 03:16:12,151,60,600051
1473-QH,91,0,167,120.4939,23.5706,2018/3/12 下午 03:18:21,35,50,600051
1473-QH,90,0,167,120.494,23.5706,2018/3/12 下午 03:18:43,10,50,600051
1473-QH,90,0,167,120.494,23.5706,2018/3/12 下午 03:19:13,0,50,600051
1473-QH,91,0,167,120.494,23.5706,2018/3/12 下午 03:19:16,0,50,600051
1473-QH,90,0,177,120.4944,23.5706,2018/3/12 下午 03:20:13,15,50,600051
1473-QH,91,0,181,120.4944,23.5706,2018/3/12 下午 03:20:30,0,50,600051
1473-QH,90,0,181,120.4943,23.5706,2018/3/12 下午 03:20:43,10,50,600051
1473-QH,90,0,181,120.4944,23.5706,2018/3/12 下午 03:21:13,10,50,600051
1473-QH,90,0,293,120.4869,23.5726,2018/3/12 下午 03:41:15,200,60,600051
1473-QH,90,0,268,120.4852,23.5724,2018/3/12 下午 03:41:45,174,60,600051
1473-QH,90,0,326,120.4629,23.6024,2018/3/12 下午 03:49:16,226,60,600051
1473-QH,90,0,284,120.4626,23.6026,2018/3/12 下午 03:49:46,38,60,600051
1473-QH,90,0,284,120.4602,23.6029,2018/3/12 下午 03:50:46,63,60,600051
1473-QH,91,0,87,120.4567,23.6021,2018/3/12 下午 03:52:37,23,50,600051
1473-QH,90,0,87,120.4567,23.6021,2018/3/12 下午 03:52:46,0,50,600051
1473-QH,90,0,87,120.4567,23.6022,2018/3/12 下午 03:53:16,11,50,600051
1473-QH,91,0,100,120.4568,23.5952,2018/3/12 下午 04:00:04,,50,600051
1473-QH,90,0,100,120.4568,23.5952,2018/3/12 下午 04:00:13,81,50,600051
1473-QH,90,0,100,120.4568,23.5953,2018/3/12 下午 04:00:43,11,50,600051
1473-QH,90,0,109,120.4563,23.5967,2018/3/12 下午 04:08:13,52,50,600051
1473-QH,91,0,51,120.4567,23.6021,2018/3/12 下午 04:12:42,0,50,600051
5712-YD,90,0,319,120.4478,23.6035,2018/3/12 下午 04:24:10,136,70,600051
5712-YD,90,0,320,120.44,23.6119,2018/3/12 下午 04:26:10,356,60,600051
5712-YD,91,0,208,120.3939,23.6173,2018/3/12 下午 04:34:24,15,50,600051
5712-YD,90,0,208,120.3939,23.6173,2018/3/12 下午 04:34:41,0,50,600051
5712-YD,90,0,208,120.3939,23.6172,2018/3/12 下午 04:35:11,11,50,600051
5712-YD,90,0,163,120.3894,23.5997,2018/3/12 下午 04:40:11,226,60,600051
5712-YD,91,0,259,120.3818,23.5892,2018/3/12 下午 04:43:15,0,50,600051
5712-YD,90,0,259,120.3818,23.5892,2018/3/12 下午 04:43:41,0,50,600051
5712-YD,90,0,259,120.3818,23.5892,2018/3/12 下午 04:44:11,0,50,600051
5712-YD,91,0,316,120.3828,23.5852,2018/3/12 下午 04:46:01,10,60,600051
5712-YD,90,0,316,120.3828,23.5852,2018/3/12 下午 04:46:17,0,60,600051
5712-YD,90,0,316,120.3828,23.5852,2018/3/12 下午 04:46:47,0,60,600051
5712-YD,91,0,315,120.3951,23.5777,2018/3/12 下午 04:51:00,69,50,600051
5712-YD,90,0,315,120.3951,23.5777,2018/3/12 下午 04:51:10,0,50,600051
5712-YD,90,0,315,120.3951,23.5777,2018/3/12 下午 04:51:40,0,50,600051
